book_name,book_author,book_isbn,book_pubtime,book_digest,book_sub_num,book_state,pic_name,book_pic_path,createduser,modifieduser,createdtime,modifiedtime
高情商聊天术,张超,9787514218787,2017-10-01,这是一本帮你提高情商，教你真正会聊天的书。聊天的品质决定你生活的品质，你可以一星期不辩论、一星期不主持、一星期不演讲，却很难做到一星期不聊天。比如我们初识陌生人的时候，可以利用作者自创的“二次吸引法则”。即，为了在未来制造惊喜，有的话题在起初就该绝口不聊。大部分人在首次见面就表达好感：“我很喜欢你写的诗。”对方听太多了，因而无感。如如起初刻意不提，后期找机会，在“不经意”间引用一句对方写的诗。你瞬间就成了知音的代名词。会聊天的人是生活的高手，而且当一个人会聊天的时候，他一定懂得关系中的圆融与平衡。高情商聊天术能够让人更加具备主动性，却没有攻击性。它能够真正地把讨论、发现、探究的方式加入自然的聊天状态里，让双方共同体会共情和对抗的平衡。,0,0,高情商聊天术.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-09-09 11:02:37,2023-09-10 15:03:49
格列佛游记,[英]乔纳森·斯威夫特,9787544710725,2010-06-01,《格列佛游记》是一部融讽刺和冒险于一体的小说，在这些作者虚构的国度中，有着18世纪英国社会的浓重痕迹。作者通过主人公途经不同国度的游历，揭示了当时英国社会的种种矛盾，并对英国的政治制度作了辛辣的讽刺。 因为在一次海上航行中遭遇风暴，外科医生格列佛意外闯入一个陌生的地方，不可思议的冒险从此开始了：在小人国遭遇战争，成功退敌后成为万人崇拜的大英雄；在大人国被当作玩偶，冒险出逃九死一生；在飞岛国，黑自颠倒、是非混淆的怪现象让人哭笑不得……充满奇思妙想的故事，让人快乐大笑的同时又引人思考。而对现实生活的关注和暗讽，也为本书赢得极高荣誉，使其成为英国讽刺小说的代表作之一。,0,0,格列佛游记.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2024-02-06 11:02:37,2024-02-07 15:03:49
工程流体力学（第四版）,孔珑,9787512352315,2014-02-01,本书共十章，内容包括概述，流体及其物理性质，流体静力学，流体运动学和流体动力学基础，相似原理和量纲分析，管内流动和水力计算、液体出流，气体的一维流动，理想流体的有旋流动和无旋流动，黏性流体绕过物体的流动，气体的二维流动。,0,0,工程流体力学（第四版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-06-29 11:02:37,2023-06-30 15:03:49
工程流体力学泵与风机,伍悦滨、王芳,9787122265463,2016-07-01,本书介绍了流体静力学、流体运动学、流体动力学基础、量纲分析和相似原理、流动阻力和能量损失、边界层和绕流运动、不可压缩流体的管道流动、明渠均匀流、渗流、气体紊流射流、一元气体动力学基础、流动要素量测、泵与风机的理论基础、泵与风机的工作分析。 ,0,0,工程流体力学泵与风机.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-06-27 11:02:37,2023-06-28 15:03:49
工程流体力学学习指导及习题解答,陈洁、袁铁江,9787302378594,2015-06-01,陈洁、袁铁江编著的《工程流体力学学习指导及习题解答》是配合《工程流体力学》（孔珑主编第4 版）而编写的参考书。内容包括《工程流体力学》的主要内容概括和每一章的难点；《工程流体力学》习题的参考解答，包括《工程流体力学》（孔珑主编第 4版）一书中各章习题，约210题。,0,0,工程流体力学学习指导及习题解答.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-06-30 11:02:37,2023-07-01 15:03:49
工程数学.线性代数（第六版）,同济大学数学系,9787040396614,2014-06-01,"《""十二五""普通高等教育本科 规划教材·工程数学:线性代数(第六版)》由同济大学数学系多位教师历经近两年时间反复修订而成。此次修订依据工科类本科线性代数课程教学基本要求（以下简称教学基本要求），参照近年来线性代数课程及教材建设的经验和成果，在内容的编排、概念的叙述、方法的应用等诸多方面作了修订，使全书结构更趋流畅，主次更加分明，论述更通俗易懂，因而更易教易学，也更适应当前的本科线性代数课程的教学。《""十二五""普通高等教育本科 规划教材·工程数学:线性代数(第六版)》可供高等院校各工程类专业使用，包括诸如管理工程、生物工程等新兴工程类专业，也可供自学者、考研者和科技工作者阅读。",0,0,工程数学.线性代数（第六版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-10-27 11:02:37,2023-10-28 15:03:49
公共教育学,石中英,9787303092550,2008-07-01,《公共教育学》是北京师范大学教育学院的老师们从培养卓越的教师出发所编写的一本教育学教材，是奉献给所有师范生和准备从事教师职业的人的一本教材。教材编写和章节安排紧紧围绕当前我国中小学校教育实践进行，以帮助未来教师了解学校教育实践的概貌——从学校的历史和遗产、学校的性质、价值和目的一直到学校的效能、变革和改进。在编写过程中，各位作者表达了强烈的实践意识和实践关怀，努力从未来教师专业需求的立场选择有实践价值的主题加以分析和论述。,0,0,公共教育学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-09-27 11:02:37,2023-09-28 15:03:49
共产党宣言,[德]马克思、恩格斯,9787010131566,2014-12-01,《共产党宣言》是马克思、恩格斯为共产主义同盟撰写的纲领。在这个纲领性文献中，马克思、恩格斯科学地评价了资产阶级的历史作用，揭示了资本主义的内在矛盾，论述了无产阶级作为资产阶级的掘墓人的伟大历史使命，揭示了资本主义必然灭亡和共产主义必然胜利的历史规律。,0,0,共产党宣言.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-01-06 11:02:37,2023-01-07 15:03:49
共产国际、联共(布)视角下的中国革命,黄修荣、黄黎,9787554559826,2020-08-01,本书由中共中央党史研究室和中国国家博物馆党史研究专家撰写，系统地使用了《共产国际、联共（布）与中国革命档案资料丛书》中的珍贵史料，对于共产国际如何指导中共中央、中共中央如何贯彻共产国际指示等问题做了深入客观的分析；对共产国际在指导中国革命过程中的功过是非，进行了实事求是的评价。全书从共产国际、联共（布）与中国革命关系的主要矛盾入手，在更广阔复杂的国际政治背景中考察共产国际、联共（布）与中国革命关系的形成、发展及演变。,0,0,共产国际、联共(布)视角下的中国革命.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-01-09 11:02:37,2023-01-10 15:03:49
骨骼肌肉功能解剖学(第2版),[美]唐纳德·A.诺伊曼,9787509163559,2014-04-01,本书分为四部分，分别为运动功能学概述、上肢、中轴骨骼和下肢。介绍了人体骨骼肌肉的功能解剖学，把力学与生理学理论及原理应用到解剖学研究中，把静态的解剖学转化为动态、三维模式，生动形象地阐述了各个部位的骨骼和肌肉解剖结构、功能、运动与损伤的生物力学机制等，并配以大量的插图。内容科学、严谨，是骨科医师、康复治疗医师、解剖和生物力学研究人员的必备参考书。,0,0,骨骼肌肉功能解剖学(第2版).jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-02-01 11:02:37,2023-02-02 15:03:49
故事新编（鲁迅小说精选集）,鲁迅,9787201089560,2015-01-01,这个版本的《故事新编》精选《鲁迅全集》中想象丰富、精炼生猛的小说18篇， 尤其要向大家推荐的是八个远古传说，无论是从造人造到神烦的女娲，还是一年到头只吃乌鸦肉炸酱面的后羿一家，都让人忍俊不禁，脑洞大开。此外，精选《呐喊》《彷徨》中经典小说作品，相信你读完，会大赞一声：鲁迅先生太酷了！,0,0,故事新编（鲁迅小说精选集）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2024-01-02 11:02:37,2024-01-03 15:03:49
国宝级大师的中式面食圣经,周清源,9787544382106,2018-05-01, 本书共十章，包括：中式面食的历史与未来发展、原料选用与用途、器具选用与用途、制作技术、水调面制作、发面制作、油炸类制作、烧饼类制作等。  ,0,0,国宝级大师的中式面食圣经.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-03-22 11:02:37,2023-03-23 15:03:49
国菜精华,王仁兴,9787807682332,2018-05-01,本书作者积三十余年之功，从传世典籍和甲骨文、马王堆简帛、敦煌古医书等出土文献与古炊器、古墓壁画、画像石中，辑录出一千余款历代代表性名菜的菜谱、相关记载和古菜遗迹与画面，涉及从商代至清代的王侯菜、皇家菜、府宅菜、市肆菜、文人菜、田园菜、食疗菜和胡风菜等。并以专业视角，综合烹调实验数据、食物营养成分和民族学等资料，对每款名菜的用料、制法和创菜智慧，逐一进行深度解说，文中间或配有出土的古炊器或古墓画像等，不时展示出五千年来在世界各文明的交流与中华文明的演进中，中国菜从先秦鼎烹到华丽绽放时代的亮点与辉煌。,0,0,国菜精华.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-04-12 11:02:37,2023-04-13 15:03:49
国际原油市场与衍生品交易,王震、刘明明,9787504976826,2016-12-01,我国是原油消费大国，2013年我国原油消费对外依存度为58.1%，其中中东地区是我国原油重要的进口来源地。中东地区销往欧洲的原油基准价参照布伦特原油期货价格，销往北美地区的原油以西德克萨斯中质油（WTI）期货价格为基准。然而亚洲地区缺乏权威的定价基准，销往亚洲的原油大多参照迪拜和阿曼原油的现货评估价格，这种现货价格体系不能很好的反应亚太地区的市场现状。我国作为原油进口大国，迫切需要一个能够更好的反映出市场供需状况的基准油价。2013年11月22日，上海国际能源交易中心在上海自贸区正式揭牌成立，为我国原油期货品种的上市提供了难得的战略机遇。目前，国内关于国际原油期货市场的书籍较为匮乏，相关资料也缺乏系统性。我国原油期货上市后，市场参与者缺乏一本详细地介绍原油期货市场的教材。为了填补这一空白，受上海商品期货交易所委托，力求为原油市场参与者呈现出一幅清晰的国际原油市场与衍生品交易脉络，希望能够为我国原油期货产品的顺利推出以及上市后的平稳运行贡献绵薄之力。,0,0,国际原油市场与衍生品交易.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-04-25 11:02:37,2023-04-26 15:03:49
国际战略与安全形势评估,中国现代国际关系研究院,9787519504571,2021-12-01,本书是中国现代国际关系研究院自2001年年起正式推出的年度出版物，从世界政经形势、主要大国和地区动向、世界政经形势、主要大国和地区动向、 全球重要热点问题等多个层次，对当年的国际战略与安全形势进行全面梳理总结，并对未来的趋势和风险做出展望，是现代院专家学者集体智慧的结晶，亦是我国国际关系研究领域的重磅作品。长期以来，本书始终保持观点鲜明、论之有据的风格特点，重在对一年来的国际形势予以客观公正的剖析，是广大读者了解国际时事热点、把握国际战略动向的重要参考书目。,0,0,国际战略与安全形势评估.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-01-16 11:02:37,2023-01-17 15:03:49
国家核安全知识百问,《国家核安全知识百问》编写组,9787010233222,2021-04-01,为推动学习贯彻总体国家安全观走深走实，引导广大公民增强国家安全意识，在今年4.15第6个全民国家安全教育日来临之际，中央有关部门组织编写的首批重点领域国家安全普及读本——《国家科技安全知识百问》《国家核安全知识百问》《国家生物安全知识百问》，由人民出版社出版，在全国新华书店发行。3种书分别由科技部、生态环境部（国家核安全局）、国家卫健委具体承担编写任务。这3个重点领域国家安全普及读本，采取知识普及与重点讲解相结合的形式，内容准确非常不错、简明扼要、务实管用。读本始终聚焦总体国家安全观，准确把握党中央近期新精神，全面反映国家安全形势新变化，紧贴重点领域国家安全工作实际，并兼顾实用性与可读性，配插了图片、图示和视频二维码，是普及总体国家安全观教育和提高公民“大安全”意识的重要辅助读物。,0,0,国家核安全知识百问.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-01-15 11:02:37,2023-01-16 15:03:49
过程控制及自动化仪表（第三版）,武平丽,9787122367471,2020-09-01,本书以控制系统为体系，将过程参数检测变送、显示记录及控制仪表作为组成系统的相应环节，力求完整体现过程控制的整体内容。在参数检测方面，深入浅出地介绍了检测原理及方法；依据其代表性及发展趋势，介绍了目前生产中广泛应用的检测仪表。在控制仪表方面，根据生产实际情况，介绍了模拟、数字控制器和电动、气动执行器。在控制系统方面，着重介绍简单控制系统和几种常用复杂控制系统的设计，以及分布式控制系统(DCS)的硬件和软件体系构成与目前国内常见的几种分布式控制系统(DCS)。 ,0,0,过程控制及自动化仪表（第三版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-07-22 11:02:37,2023-07-23 15:03:49
哈利·波特与阿兹卡班的囚徒,[英]J·K·罗琳,9787020033454,2000-09-01,《哈利•波特与阿兹卡班的囚徒》是“哈利•波特”系列的第三部。哈利•波特在霍格沃茨魔法学校已经度过了不平凡的两年，而且早已听说魔法世界中有一座守备森严的阿兹卡班监狱，里面关押着一个臭名昭著的囚徒，名字叫小天狼星布莱克。传言布莱克是“黑魔法”高手伏地魔——杀害哈利父母的凶手——的忠实信徒，曾经用一句魔咒接连结束了十三条性命。不幸的是，布莱克逃出了阿兹卡班，一心追寻哈利。布莱克在睡梦中仍然呓语不休：“他在霍格沃茨……他在霍格沃茨。”哈利•波特虽然身在魔法学校的城堡内，既有朋友的赤诚帮助，也有老师的悉心呵护，但校园内危机四伏，哈利的生命时时受到威胁。一天，布莱克终于站到了哈利的面前……,0,0,哈利·波特与阿兹卡班的囚徒.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-24 11:02:37,2023-12-25 15:03:49
哈利·波特与凤凰社,[英]J·K·罗琳,9787020043279,2003-09-01,《哈利•波特与凤凰社》是“哈利•波特”系列的第五部。漫长的暑假，哈利•波特被困在女贞路4号，意外地遭到摄魂怪的袭击……逃过一劫的哈利被护送到伦敦一个秘密的地方，在那里他见了自己的教父小天狼星布莱克、前任黑魔法防御术课教师卢平、疯眼汉穆迪以及他的朋友赫敏和罗恩。他只是知道邓布利多与凤凰社成员正在加紧秘密活动，以对抗日益强大的伏地魔。但是，所有的人都不愿向他透露更多的情况……哈利在茫然与愤怒中来到霍格沃茨，然而令他不解的是，邓布利多不愿见他，海格不知去向。更糟糕的是，哈利越来越频繁地在梦中看见一道长长的走廊，每当他快要走进长廊尽头的一扇门时，他都会头痛欲裂地从梦中惊醒，觉得自己身体里蠕动着一条大蛇……魔法部派来了一位专横跋扈的高级调查官，对学校各项事务横加干涉，并最终赶走了邓布利多校长，打伤了麦格教授，整个学校笼罩在一片混乱和压抑之中……大蛇的影子在哈利的脑海里越来越清晰，伏地魔走近了哈利……这时，邓布利多告诉他一个天大的秘密……,0,0,哈利·波特与凤凰社.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-26 11:02:37,2023-12-27 15:03:49
哈利·波特与混血王子,[英]J·K·罗琳,9787020053230,2005-10-01,《哈利•波特与“混血王子”》是“哈利•波特”系列的第六部。仲夏的一个夜晚，反常的浓雾笼罩在窗户玻璃上，哈利•波特在女贞路4号德思礼家自己的卧室里紧张地等待着邓布利多教授的来访。哈利不太确定邓布利多是否真的会来德思礼家。邓布利多为什么现在要来看他呢？几个星期之后，他就要返校，邓布利多为什么不能等一等呢？哈利六年级的学习似乎就这样出人意料地提前开始了……而更加出人意料的事情还在接踵而至：邓布利多终于让斯内普教授如愿以偿，任命其担任黑魔法防御术课教师……哈利从教室的储藏柜里翻到一本魔药课本，它的前任主人是“混血王子”，从此哈利在神秘“王子”的帮助下成为“魔药奇才”……邓布利多开始了给哈利的单独授课，但奇怪的是，邓布利多却经常离开学校外出……在邓布利多的课上，哈利经历了几段关于少年伏地魔的惊心动魄的记忆，揭示了伏地魔不同寻常的身世之谜……哈利隐隐觉得这一学期期内普教授和马尔福的关系发生了微妙变化，其中似乎别有一番隐情，而马尔福更是行踪诡秘……哈利试图揭穿马尔福的阴谋，但始终没有成功，直到马尔福把食死徒引进学校，斯内普对邓布利多校长举起了魔杖……,0,0,哈利·波特与混血王子.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-27 11:02:37,2023-12-28 15:03:49
哈利·波特与火焰杯,[英]J·K·罗琳,9787020034635,2001-05-01,《哈利•波特与火焰杯》是“哈利•波特”系列的第四部。哈利•波特在霍格沃茨魔法学校经过三年的学习和磨炼，逐渐成长为一个出色的巫师。新学年开始前，哈利和好朋友罗恩，赫敏一起去观看精彩的魁地奇世界杯赛，无意间发现了消失十三年的黑魔标记。哈利的心头笼上了一团浓重的阴云，但三个少年依然拥有他们自己的伊甸园。然而，少男少女的心思是那样难以捉摸，三人之间的美好友情竟是那样一波三折，忽晴忽雨……哈利渴望与美丽的秋•张共同走进一个美丽的故事，但这个朦朦胧胧的憧憬却遭受了小小的失意。他要做一个普普通通的四年级魔法学生，可不幸的是，哈利注定永远都不可能平平常常——即使拿魔法界的标准来衡量。黑魔的阴影始终挥之不去，种种暗藏杀机的神秘事件将哈利一步步推向了伏地魔的魔爪。哈利渴望在百年不遇的三强争霸赛中战胜自我，完成三个惊险艰巨的魔法项目，谁知整个竞赛竟是一个天大的黑魔法阴谋。……,0,0,哈利·波特与火焰杯.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-25 11:02:37,2023-12-26 15:03:49
哈利·波特与密室,[英]J·K·罗琳,9787020033447,2000-09-01,《哈利•波特与密室》是“哈利•波特”系列的第二部。哈利•波特在霍格沃茨魔法学校学习一年之后，暑假开始了。他在姨父姨妈家熬过痛苦的假期。正当他准备打点行装去学校时，小精灵多比前来发出警告：如果哈利返回霍格沃茨，灾难将会临头。但哈利义无返顾地回到了霍格沃茨，新来的吉罗德•洛哈特教授装腔作势，让他作呕；游荡在女生舆洗室里的幽灵“哭泣的桃金娘”搅得他不得安宁；低年级的小女生金妮对他投来关切目光常令他尴尬不已；小男生科林•克里维“追星”式的跟踪又经常使他落荒而逃。但是，这一切仅仅是灾难的序曲。正如多比所预言的，哈利遭受了重重磨难，经历了种种危险，难解之谜又使他煞费苦心：霍格沃茨的学生接二连三地变成了石头。这一切是品德败坏的学生德拉科•马尔福精心策划的杰作？还是忠厚善良的海格无心铸成的大错？或者另有人将在霍格沃茨制造更大的阴谋？这一切又是否与传说中的密室有关？哈利决心揭开谜底……,0,0,哈利·波特与密室.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-23 11:02:37,2023-12-24 15:03:49
哈利·波特与魔法石,[英]J·K·罗琳,9787020033430,2000-09-01,一岁的哈利・波特失去父母后，神秘地出现在姨父姨妈家的门前。哈利在姨父家饱受欺凌，度过十年极其痛苦的日子。姨父和姨妈好似凶神恶煞，他们那混世魔王儿子达力――一个肥胖、娇惯、欺负人的大块头，更是经常对哈利拳脚相加。哈利的“房间”是位于楼梯口的一个又暗又小的碗橱。十年来，从来没有人为他过过生日。但是在他十一岁生日那天，一切都发生了变化，信使猫头鹰带来了一封神秘的信：邀请哈利去一个他――以及所有读到哈利故事的人――会觉得永远难忘的、不可思议的地方――霍格沃茨魔法学校。在魔法学校，哈利不仅找着了朋友、学会了空中飞行，骑着一把型号为光轮2000的飞天扫帚打魁地球，还得到了一件隐形衣。他发现那里的一切――从上课到吃饭到睡觉都充满了魔力，但是一块魔石出现了，它与哈利的命运息息相关……,0,0,哈利·波特与魔法石.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-22 11:02:37,2023-12-23 15:03:49
哈利·波特与死亡圣器,[英]J·K·罗琳,9787020063659,2007-10-01,《哈利•波特与死亡圣器》是“哈利•波特”系列的第七部，也就是最后一部。还有四天，哈利就要迎来自己十七岁的生日，成为一名真正的魔法师。然而，他不得不提前离开女贞路4号，永远离开这个他曾经生活过十六年的地方。凤凰社的成员精心谋划了秘密转移哈利的计划，以防哈利遭到伏地魔及其追随者食死徒的袭击。然而，可怕的意外还是发生了……与此同时，卷土重来的伏地魔已经染指霍格沃茨魔法学校，占领了魔法部，控制了半个魔法界，形势急转直下……哈利在罗恩、赫敏的陪伴下，不得不逃亡在外，隐形遁迹。为了完成校长邓布利多的遗命，一直在暗中寻机销毁伏地魔魂器的哈利，意外地获悉如果他们能够拥有传说中的三件死亡圣器，伏地魔将必死无疑。但是，伏地魔也早已开始了寻找死亡圣器的行动，并派出众多食死徒，布下天罗地网追捕哈利……哈利与伏地魔在魔法学校的禁林中遭遇了，哈利倒在伏地魔抢先到手的一件致命的圣器之下……然而，伏地魔未能如愿以偿，死亡圣器不可能战胜纯正的灵魂。哈利赢得了这场殊死较量的最终胜利……,0,0,哈利·波特与死亡圣器.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-28 11:02:37,2023-12-29 15:03:49
海错图笔记,张辰亮,9787508669069,2017-01-01,清代画家兼生物爱好者聂璜绘制的《海错图》，共描绘了300多种生物，几乎涵盖无脊椎动物门和脊索动物门的大部分主要类群，还记载了不少海滨植物，是一本颇具现代博物学风格的奇书。但时代所限，书中也有很多不靠谱之处，比如有些动物聂璜未曾亲见，仅根据别人描述绘制的外形，就会有很大失真。关于生物习性的记载，也是真假混杂。正因如此，当作者开始用今天生物学的角度，对《海错图》中的生物进行分析考证，从他的文字和画作中发现蛛丝马迹，辨别真伪，一步一步推理分析后，鉴定出画中生物的真身——这就像在破案一样，非常过瘾。,0,0,海错图笔记.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-10-14 11:02:37,2023-10-15 15:03:49
海错图笔记（贰）,张辰亮,9787508680651,2017-10-01,本书是继《海错图笔记》之后，《博物》杂志编辑张辰亮对《海错图》继续深入解读的又一次心得分享。第二册收集了作者最新的24篇考察、论证笔记。较第一册相比，第二册考证了40余幅《海错图》中的原图，内容更丰富。此外，在第二册中，减少了现代照片的比例，增加了古代日本、欧洲的博物学手绘，用图风格更偏古韵。,0,0,海错图笔记（贰）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-10-15 11:02:37,2023-10-16 15:03:49
海错图笔记（叁）,张辰亮,9787521708677,2019-10-01,在第三册中，作者考证了63幅《海错图》原图，而且每篇文章的字数比前两册有显著增加。写第一册时，作者都挑简单的写。第二册挑战了一些有难度的物种。到第三册，那些考证困难的物种，已经不能再拖下去了，必须解决掉。这是需要时间的。有些问题不是多看两本书就能解决，必须自己亲手去做。考证的物种多了，考证难度大了，要说的话自然也就多了。,0,0,海错图笔记（叁）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-10-16 11:02:37,2023-10-17 15:03:49
海底两万里,[法]儒勒·凡尔纳,"	9787508696034",2019-01-01,巴黎博物馆的阿罗纳克斯教授，突然受邀加入远征队，去追捕传闻中神秘、凶残的独角鲸。在他意外落海、命悬一线之际，竟发现了不可思议的秘密。带着这个秘密，他在海底穿行，展开一系列动魄惊心的冒险……探索之前，没有真相。,0,0,海底两万里.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-12 11:02:37,2023-12-13 15:03:49
海派粤菜与海外粤菜,周松芳,9787218139906,2020-04-01,书内容立足于民国史料，介绍近代以来粤菜在上海和海外的发展。几篇生动活泼的文章——《宵夜馆开启的海派粤菜时代》《风靡上海滩的广州信丰鸡》《民国食品大王冼冠生》《杂碎传奇》《从食在广州到食在西贡》《巴黎中餐馆万楼传奇》《文人笔下的荷比等的中餐馆》，以小见大，一览粤菜走出去的风光面貌。语言趣味通俗，内容多发掘当今人们不知之事或因由，出处皆有根有据，可读性强。现计划收入《岭南文化知识书系》，与已出版的《岭南饮食随谈》组成“岭南饮食”系列。,0,0,海派粤菜与海外粤菜.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-04-18 11:02:37,2023-04-19 15:03:49
海洋油气计算流体力学,朱红钧,9787518313433,2016-08-01,本书结合计算流体力学与海洋油气工程专业的特点，从工程实际面临的流体力学问题出发，分7章系统阐述了计算流体力学的理论基础、数值求解方法和计算流体力学软件的实际应用。 ,0,0,海洋油气计算流体力学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-07-01 11:02:37,2023-07-02 15:03:49
汉代物质文化资料图说,孙机,9787532548132,2008-05-01,本书结合出土文物，详细介绍了汉代农业、手工业的成就，内容涉及耕作、渔猎、窑业、冶铸、纺织、钱币、车船、武备、建筑、家具、服饰、文具、医药、饮食器、灯、熏炉、玉器、金银器、乐器、杂技、娱乐、少数民族文物等。书中附有上千幅汉代文物图样。作者在解说这些物质遗存时，大量引用相关的史料和今人的研究成果，对于每件物品的产生、发展及其沿革都作了系统、扼要的阐述，时有独到精辟之见。,0,0,汉代物质文化资料图说.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-11-12 11:02:37,2023-11-13 15:03:49
行动中的心理学,[美]卡伦·霍夫曼,9787300126449,2011-02-01,《行动中的心理学(第8版)》展示了心理科学的方方面面，给读者提供了一个思考人类行为的构架，能够带领读者积极探索心理学的研究领域，并深入了解我们的身体与心灵和我们所置身的这个世界。《行动中的心理学(第8版)》的特点是更为强调心理学的应用，每一章节都有“将心理学应用于工作、人际关系、学生生活和日常生活”等栏目，让心理学真的“活”了起来。这些应用或轻松，或有趣，或对人们的工作和生活有帮助。就像作者所说的：“心理学可以启迪、愉悦我们的心灵，并且使我们所有人提升到生活的新高度。”,0,0,行动中的心理学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-09-06 11:02:37,2023-09-07 15:03:49
行为心理学,[美]约翰·华生,9787514347692,2016-11-01,行为心理学是美国现代心理学的主要流派之一，也是对西方心理学影响最大的流派之一。它诞生于20世纪初的美国，诞生的意义是针对冯特学派理论的缺陷而进行的一场心理学革命。行为心理学一反传统心理学采用内省的方法，研究飘忽不定、转瞬即逝的“意识”的研究方向，主张研究能够直接反应人意识的，看得见、摸得着的一些特征，即对人的行为本身进行研究，因而影响深刻。作者认为心理学研究的对象不是意识而是行为，主张研究行为与环境之间的关系，心理学的研究方法必须抛弃内省法，而代之以自然科学常用的实验法和观察法。他在使心理学客观化方面发挥了巨大的作用，对美国心理学产生了重大影响。,0,0,行为心理学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-09-15 11:02:37,2023-09-16 15:03:49
航空油料储运设备,赵梁,9787511463814,2021-11-01,本书主要介绍航空油料储运的主要设备的原理与实践知识，重点介绍常用阀门、泵、过滤分离器和飞机加油车等设备的基本结构、工作原理与常见故障原因及排除。本书共7章，分别叙述了航空油料储运设备简介、油料装卸作业、阀门、流量计、泵、过滤分离器和飞机加设备。主要章节如下：第1章 绪论；第2章 油品的装卸设备；第3章 阀门；第4章 流量计；第5章 泵；第6章 航空燃料过滤分离器；第7章 飞机加油设备。考虑到专业必修课程《输油管道设计与管理》、《油库设计与管理》和《机场供油工程》和本教材的相重合内容，本教材未涉及油罐、管道和其它附属设备，尽管这些设备都属于航空油料储运的重要装备和设备，读者可继续参考上述相关教材。,0,0,航空油料储运设备.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-05-20 11:02:37,2023-05-21 15:03:49
航空油料分析与化验,崔艳雨,9787511440464,2016-07-01,《航空油料分析与化验》紧密结合民用航空实际，分章节介绍油料分析概述、航空汽油分析、航空涡轮燃料分析、航空润滑油分析、航空润滑脂分析、航空油料化验管理，涵盖各种航空油料的规格、性质、技术要求及检测分析方法。通过系统地介绍航空油料的规格及质量指标，列举多种航空油料的分析化验方法以及影响其质量的主要因素，为从事航空油料分析化验方面的教学、研究等专业技术人员提供了理论依据及操作参考。 ,0,0,航空油料分析与化验.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-06-01 11:02:37,2023-06-02 15:03:49
