book_name,book_author,book_isbn,book_pubtime,book_digest,book_sub_num,book_state,pic_name,book_pic_path,createduser,modifieduser,createdtime,modifiedtime
石油加工技术——原油蒸馏催化裂化,刘立新、刘士伟,9787122351104,2020-10-01,本书内容紧贴石油化工生产实际，着力体现“产教融合、工学结合”的内在要求。内容包括原油蒸馏装置岗位群、催化裂化装置岗位群的岗位任务、操作规范、知识拓展及技能提升。每个典型的石油加工单元按照工艺认知、工艺原理及流程、装置开停工操作、工艺参数控制、装置应急处理等做系统介绍，同时适当补充了石油加工工艺的新发展、新技术。经过本课程的学习，学生可以达到企业要求的准员工标准，为将来胜任一线工作岗位奠定基础。,0,0,石油加工技术——原油蒸馏催化裂化.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-04-29 11:02:37,2023-04-30 15:03:49
石油加工生产技术,郑哲奎、廖有贵,9787122335630,2019-03-01,本书旨在提高相关专业学生利用专业知识分析问题、解决问题的能力。在内容上以石油加工流程为主线，完整地介绍了从原油入厂到加工成成品燃料油的整体加工链条，确保了学生学习石油加工知识的完整性。本书可作为高职高专、五年制高职、应用型本科院校及中职学校石油化工技术专业的教材，也可供相关企业技术人员参考。,0,0,石油加工生产技术.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-05-21 11:02:37,2023-05-22 15:03:49
石油开采中的胶体化学,李干佐、郑利强、徐桂英,9787502596576,2008-01-01,《石油开采中的胶体化学》系统全面地介绍石油的形成、物化环境，同时介绍石油开采的技术，特别是三次采油的新技术，如混相驱、聚合物驱和表面活性剂驱的基本原理和基本概念。《石油开采中的胶体化学》共分九章，主要内容包括石油成因、组成和性能，采油过程的物化环境，原油的乳化与破乳，水驱，聚合物在三次采油中的应用，三次采油技术及其矿场试验等。,0,0,石油开采中的胶体化学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-04-24 11:02:37,2023-04-25 15:03:49
石油仪表及自动化（第二版）,王克华、姜月红,9787518307142,2015-08-01,本书共分十二章，三大部分内容。第一章至第六章分别介绍了测量基本知识，以及压力、物位、流量、温度等参数的测量与变送，对显示仪表、成分分析仪表也进行了介绍。第七章至第九章分别介绍了自动控制的基本概念和控制仪表。第十章至第十二章分别介绍了自动控制系统的组成、简单和复杂控制系统的特征与投运，DCS、SCADA计算机监控系统在石油加工、集输储运等方面应用，以及典型自动控制的应用实例和控制方法。 ,0,0,石油仪表及自动化（第二版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-07-21 11:02:37,2023-07-22 15:03:49
实用口腔科学（第4版）,张震康、俞光岩、徐韬,9787117229753,2016-09-01,本书分疾病篇和技术篇两部分，共51章，内容包括：龋病、牙体非龋性疾病和发育异常、牙髓疾病、根尖周组织疾病、牙龈疾病、牙周炎、种植体周围组织疾病、口腔黏膜疾病、牙体缺损的直接修复、牙体缺损的修复治疗、牙髓及根尖周病的治疗、牙周治疗技术、麻醉、拔牙术、口腔颌面部手术、数字外科技术在口腔颌面外科的应用等。 ,0,0,实用口腔科学（第4版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-02-15 11:02:37,2023-02-16 15:03:49
食品安全与操作规范,顾伟强,9787562493198,2015-09-01,本书以现代科学知识和技术为基础，应用国际先进的管理方法，以解决餐饮食品生产中的质量和安全卫生问题。主要内容包括：食品安全与操作规范概述、餐饮食品中常见的危害因素、细菌性食物中毒的预防技术、餐饮厨房食品安全管理方法、餐饮厨房食品制作硬件设施卫生安全要求、厨房清洁消毒和虫害控制、餐饮厨房从业人员健康和卫生、厨房烹饪原料采购和贮存、厨房烹饪加工安全制作与规范、餐饮酒店食品备餐和配送、违反食品安全法规的法律责任，共11个项目。本书既是中等职业学校烹饪专业学生学习食品安全与操作规范理论与技能的教材，也是非常优秀的课后工具书。,0,0,食品安全与操作规范.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-03-08 11:02:37,2023-03-09 15:03:49
食品功能原理及评价,卢卫红 程翠林,9787560347394,2014-10-01,功能性食品是指具有调解人体生理、适宜特定人群食用，不以治疗为目的的一类食品。中国药膳起源于“药食同源”，是在中医药基本理论指导下将食物与药物有机结合并经过适当烹饪之后，用以养生保健和防治疾病的特殊食品。 药食同源食物是国家颁布的经过药理实验证明的可以作为药用的食物，如山楂、枸杞等，既是药物又是食物。本书系统介绍了功能性食品的概念、分类以及常见食品的功能成分与食用方法，并针对亚健康状态的不同原理及表现，系统介绍了中国药膳的食用方法，重点对药食同源资源食物的活性成分和药理作用进行了阐述。本书是在哈尔滨工业大学食品科学与工程学院开设的专业课“食品功能原理”的基础上，不断适应新的教学需求而编写的专业课教材。同时，本书也是哈尔滨工业大学食品科学与工程学院硕士生“极端环境生物学”课程的选修教材，并且部分章节应用于哈尔滨工业大学全英文课程“Functional food and Chinese medicateddiet”的中文教材。本书可作为高等院校中药学、营养学、食品科学等专业本科生的教材。,0,0,食品功能原理及评价.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-03-06 11:02:37,2023-03-07 15:03:49
食品营养学,李云捷、黄升谋,9787564364168,2018-09-01,本书是高等学校教材，结合食品营养学、人体生理学、人体病理学、免疫学、生物化学和分子细胞生物学的前沿进展，简明扼要而系统地介绍了人体所需要的营养，每种营养的功能，人体免疫系统的组成、功能及人体免疫机理，营养成分与人体免疫的关系及提高人体免疫力的食品和方法。然后介绍了人体生长发育及衰老的机理及身高控制、延缓衰老的食品和方法。本书把理论和应用结合起来，把食品营养学中人体生长发育、人体免疫、生理调理等内容与细胞、分子生物学前沿的进展结合起来，特别强调了现代慢性疾病的分子、细胞生物学机理，把深奥的理论与人们的生活实际结合起来，具有前沿性的特点。,0,0,食品营养学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-04-08 11:02:37,2023-04-09 15:03:49
食物营养与配餐,范志红,9787565500183,2010-07-01,本书具有非常鲜明的特色，即信息量大、可读性强、讲解细致、便于应用。书中涵盖了传统营养学教材中的内容，包括各类营养素的基本知识、各类食物的营养价值、膳食营养素的供给标准、膳食结构、各类人群的营养需求等。在知识的深度和范围方面，无论是食品、营养和保健相关学科的学生，还是公共营养师、营养配餐师和基层医学工作者，以及广大的营养保健爱好者们，都会发现本书符合自己的需求。,0,0,食物营养与配餐.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-03-24 11:02:37,2023-03-25 15:03:49
史记,司马迁,9787553810881,2021-04-01,《史记》是中国伟大的史学著作，它记载了三千多年的历史，同时也是中国古代一部文学经典，被鲁迅誉为“史家之绝唱，无韵之《离骚》”。以史为鉴可以知兴替，《史记》之所以为后人所重，不仅因为它是第一部纪传体通史，更因为它为后世留下了一部划时代的文学巨著。,0,0,史记.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-11-06 11:02:37,2023-11-07 15:03:49
世界政治的关系理论,秦亚青,9787208170803,2021-06-01,本书借鉴了中国的文化和哲学传统，对世界政治进行了开创性的重新解读。作为中国建构主义研究的先驱，秦亚青教授发展了建构主义的一种变体，他认为用背景知识定义的文化孕育了社会理论，并使理论创新成为可能。基于这一论点，本书提出了“关系”的概念，将焦点从个体行动者转移到行动者之间的关系。这种关系本体论考察了关系创造行动者身份和为他们的行动提供动机的展开过程。这一令人兴奋的新概念吸引了全世界国际关系理论、社会理论和中国政治思想领域的许多学者，对于那些寻求为真正的全球国际关系项目搭建东西方桥梁的人来说，本书将会具有重要的启示作用。,0,0,世界政治的关系理论.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-01-18 11:02:37,2023-01-19 15:03:49
手绘面包辞典,[日]面包与洋葱,9787505747920,2019-09-01,本书以辞典的形式，收录了诸多与面包有关的词条，除了记录与面包相关的知识外，作者更通过自己的所学所闻与个人见解，从多重角度针对“面包”进行分析，并介绍了面包的历史、种类，还推荐了相关艺术作品和优质店铺。 ,0,0,手绘面包辞典.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-03-10 11:02:37,2023-03-11 15:03:49
书剑恩仇录,金庸,9787546206189,2013-04-01,本书讲述清乾隆年间红花会群雄在年轻总舵主陈家洛的率领下，反清复明的故事。清朝大臣陈世倌之子、红花会总舵主陈家洛获悉一个惊天秘密：当朝皇帝乾隆竟是他胞兄。乾隆下江南，兄弟相见，陈家洛以兄弟之情、民族大义力劝乾隆恢复汉室江山，乾隆虚与委蛇，假意答应，一张暗藏杀机的大网却在慢慢撒开……,0,0,书剑恩仇录.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-14 11:02:37,2023-12-15 15:03:49
数据恢复实用技术,李亮亮、陈必群,9787111674276,2021-04-01,本书用8个项目全面讲解了数据恢复的关键技术以及逻辑故障下数据恢复的方法，主要内容包括数据恢复入门、恢复FAT32文件系统数据、恢复NTFS数据、恢复exFAT文件系统数据、恢复MBR磁盘分区与GPT磁盘分区、恢复HFS+数据、恢复Ext4文件系统数据和修复常见文件。 ,0,0,数据恢复实用技术.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-27 11:02:37,2023-08-28 15:03:49
水浒传,施耐庵、罗贯中,9787020125579,1997-01-01,《水浒传》，又称《水浒》、《忠义水浒传》、《水浒全传》，是中国古典章回小说“四大名著”之一，由施耐庵、罗贯中合著。《水浒传》叙述了北宋末年以宋江为首的英雄人物在梁山水泊聚众起义的故事。小说通过生动的艺术描写反映了梁山英雄起义从发生、发展到失败的全过程。它深刻地挖掘了起义的社会根源，成功地塑造了起义英雄的群像，也具体地揭示了起义失败的内在原因。另外为便于读者阅读，本书选配了名家戴敦邦所绘彩色插图20幅附于书中，同时编制了“《水浒传》英雄谱”。,0,0,水浒传.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-08 11:02:37,2023-12-09 15:03:49
思想政治教育学原理,陈万柏、张耀灿,9787040220926,2007-07-01,《面向21世纪课程教材•思想政治教育学原理》为教育部“高等师范教育面向21世纪教学内容和课程体系改革计划”的研究成果，是高等院校“思想政治教育专业”的主干课教材。编者在吸取学科理论研究的新成果、总结社会主义现代化进程中思想政治教育新经验的基础上，深入论述了思想政治教育学的研究对象、基本范畴、学科体系及其发展进程，探讨了思想政治教育学的理论基础和知识借鉴。在此基础上，《面向21世纪课程教材•思想政治教育学原理》对思想政治教育学的一系列重要内容如思想政治教育的地位和作用、思想政治教育环境、思想政治教育过程及其规律、思想政治教育者和教育对象、思想政治教育内容、原则、方法和艺术、载体、思想政治教育管理等进行了富有新意的阐释，并对思想政治教育的发展历程进行了考察。,0,0,思想政治教育学原理.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-09-23 11:02:37,2023-09-24 15:03:49
苏东坡新传,李一冰,9787220118043,2020-07-01,本书即以东坡诗词为主线，兼及东坡文集、后人笔记等百余种资料，以坚实的考订和热情的笔触，呈现出一个立体的东坡形象。,0,0,苏东坡新传.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2024-02-20 11:02:37,2024-02-21 15:03:49
算法导论,[美]Thomas H.Cormen、Charles E.Leiserson、Ronald L.Rivest、Clifford Stein,9787111187776,2006-09-01,这本书深入浅出，全面地介绍了计算机算法。对每一个算法的分析既易于理解又十分有趣，并保持了数学严谨性。本书的设计目标全面，适用于多种用途。涵盖的内容有：算法在计算中的作用，概率分析和随机算法的介绍。书中专门讨论了线性规划，介绍了动态规划的两个应用，随机化和线性规划技术的近似算法等，还有有关递归求解、快速排序中用到的划分方法与期望线性时间顺序统计算法，以及对贪心算法元素的讨论。此书还介绍了对强连通子图算法正确性的证明，对哈密顿回路和子集求和问题的NP完全性的证明等内容。全书提供了900多个练习题和思考题以及叙述较为详细的实例研究。,0,0,算法导论.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-01 11:02:37,2023-08-02 15:03:49
算法图解,[美]Aditya Bhargava,9787115447630,2017-03-01,本书示例丰富，图文并茂，以让人容易理解的方式阐释了算法，旨在帮助程序员在日常项目中更好地发挥算法的能量。书中的前三章将帮助你打下基础，带你学习二分查找、大O表示法、两种基本的数据结构以及递归等。余下的篇幅将主要介绍应用广泛的算法，具体内容包括：面对具体问题时的解决技巧，比如，何时采用贪婪算法或动态规划；散列表的应用；图算法；Kzui近邻算法。,0,0,算法图解.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-08 11:02:37,2023-08-09 15:03:49
汤姆·索亚历险记,[美]马克·吐温,9787544710695,2010-06-01,汤姆·索亚是个成长中的孩子。他调皮，喜欢恶作剧，却又善良可爱，乐于助人。他讨厌教堂里老师干巴巴的说教；他不喜欢整天在学校里干燥无味的生活；他希望加入海盗，过新鲜刺激的生活。他总在危险时刻，挺身而出，做出那些懦弱的“好孩子”、体面的“优秀生”无法做出的正义行为。 他可是揭发了一桩杀人罪恶，还找到了海盗的藏宝哦！,0,0,汤姆·索亚历险记.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2024-02-11 11:02:37,2024-02-12 15:03:49
堂吉诃德,[西]塞万提斯,9787544714877,2011-01-01,故事发生时，骑士早已绝迹一个多世纪，但主角阿隆索·吉哈诺（唐·吉诃德原名）却因为沉迷于骑士小说，时常幻想自己是个中世纪骑士，进而自封为“唐·吉诃德·德·拉曼却”（拉曼却地区的守护者），拉着邻居桑丘·潘沙做自己的仆人，“行侠仗义”、游走天下，做出了种种与时代相悖、令人匪夷所思的行径，结果四处碰壁。但最终从梦幻中苏醒过来。回到家乡后死去。,0,0,堂吉诃德.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2024-02-12 11:02:37,2024-02-13 15:03:49
特殊人群营养学,蔡美琴,9787030509918,2017-02-01,特殊人群营养学研究处于特殊生理阶段、特殊生活、工作环境和特殊职业人群的代谢特点、营养需要和膳食保障。全书内容分为两篇：第一篇介绍孕妇、乳母、婴幼儿、学龄儿童及中老年营养，探讨整个生命周期中人体对能量和各种营养素的需要、常见营养问题及对策，并介绍了各类人群膳食指南及食谱举例；第二篇介绍在不同生活、工作环境下对营养的特殊需求，如何科学地选择食物和调配膳食以保证合理营养、促进健康。本书编写者大多从事本专业工作多年，有丰富的教学和实践经验，编写中力求在内容上及时反映现代营养科学的新动向，将基础研究与实际应用紧密结合。,0,0,特殊人群营养学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-04-21 11:02:37,2023-04-22 15:03:49
体育运动中的筋膜松解术,[美]露丝·邓肯,9787115472717,2018-04-01,本书是全面介绍筋膜松解（MFR）技术的基本理论与应用实践指南。全书通过100多幅真人实拍照片，简述了筋膜系统的解剖结构和功能，详解了筋膜松解的基础技术、步骤、手法、力度及方案等，旨在帮助康复师、理疗师、按摩师、健身从业者和专业运动员、教练员通过正确的方法放松肌筋膜，预防并缓解由于筋膜受限或损伤引发的肌肉僵硬、疼痛和功能障碍。无论在日常生活中还是在体育运动中，《体育运动中的筋膜松解术》都能帮助大家更好地理解筋膜松解过程，并在实际应用中获益。,0,0,体育运动中的筋膜松解术.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-02-26 11:02:37,2023-02-27 15:03:49
天龙八部,金庸,9787546206134,2013-04-01,《天龙八部(套装共5册)(旧版)》一书以北宋、辽、西夏、大理并立的历史为宏大背景，将儒释道、琴棋书画等中国传统文化融会贯通其中，书中人物繁多，个性鲜明，情节离奇，尽显芸芸众生百态。《天龙八部(套装共5册)(旧版)》讲述了丐帮帮主乔峰与大理国王子段誉、少林弟子虚竹结为兄弟。他身为大宋武林第一大帮帮主，发现自己竟是契丹人，虽受尽中原武林人士唾弃而不肯以怨报怨；他身为辽国南院大王，却甘愿背上叛族罪名，最终以悲壮的自杀来阻止辽国发兵攻宋，不愧为顶天立地的大英雄。,0,0,天龙八部.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-12-20 11:02:37,2023-12-21 15:03:49
挺起共产党人的精神脊梁,中共陕西省委党史研究室,9787224135466,2020-04-01,伟大的时代需要伟大的精神。理想信念是共产党人精神上的“钙”，是共产党人安身立命的根本。全书立足于中国共产党的延安时期，总结整理了136个延安时期的领袖的题词故事。这些题词故事深刻阐述了，我们党之所以历经挫折而不断奋起，历尽苦难而淬火成钢，靠的就是一种信仰，为的就是一个理想。号召全党党员同志要把坚定理想信念作为党的思想建设的首要任务，挺起共产党人的精神脊梁，永远为了真理而斗争、为了理想而斗争。本书是在陕西省委组织部的支持下，由中共陕西省委党史研究室组织编写。,0,0,挺起共产党人的精神脊梁.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-01-10 11:02:37,2023-01-11 15:03:49
通信之道——从微积分到5G,杨学志,9787121280689,2016-02-01,本书按照读者的思维顺序讲述了从微积分到5G所涉及的基础知识和关键技术。全书共20章，内容涉及数学、信号处理、通信原理、通信前沿技术等多个学科领域。 ,0,0,通信之道——从微积分到5G.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-21 11:02:37,2023-08-22 15:03:49
图表细说汽车传感器应用、检测与维修,孙余凯、孟泉、项绮明等,9787122328397,2018-10-01,本书系统、全面地介绍了汽车常用及新型传感器的作用、结构、工作原理、检测与维修方法。内容包括温度传感器、流量传感器、位置传感器、汽车方位探测与角位传感器、压力传感器、速度传感器、气体浓度传感器、碰撞与爆震传感器等。 ,0,0,图表细说汽车传感器应用、检测与维修.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-25 11:02:37,2023-08-26 15:03:49
图解HTTP,[日]上野宣,9787115351531,2014-04-01,本书对互联网基盘——HTTP协议进行了全面系统的介绍。由HTTP协议的发展历史娓娓道来，剖析了HTTP协议的结构，列举诸多常见通信场景及实战案例，最后延伸到Web安全、最新技术动向等方面。 ,0,0,图解HTTP.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-09 11:02:37,2023-08-10 15:03:49
图说消防系统工程及技术,张少军、杨晓玲,9787512398818,2017-01-01,本书共九章，内容包括了消防系统及工程基础知识、火灾自动报警系统、消防灭火系统、防排烟及通风系统、防火卷帘与消防电梯、消防广播与火灾事故照明、消防控制室与联动控制系统、消防工程案例分析等。 ,0,0,图说消防系统工程及技术.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-07-09 11:02:37,2023-07-10 15:03:49
瓦尔登湖,[美]亨利·戴维·梭罗,9787544772860,2020-10-01,《瓦尔登湖》共由18篇散文组成，在四季循环更替的过程中，详细记录了梭罗内心的渴望、冲突、失望和自我调整，以及调整过后再次渴望的复杂的心路历程，几经循环，直到最终实现为止。表明了作者用它来挑战他个人的、甚至是整个人类的界限。但这种挑战不是对实现自我价值的无限希望，而是伤后复原的无限力量。,0,0,瓦尔登湖.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2024-02-17 11:02:37,2024-02-18 15:03:49
王阳明传,李庆,9787573201218,2021-12-01,王阳明是怎样一个人？他生活成长的家庭、社会环境如何？他怎样一步步走上了明代的政治舞台？广为人知的“投江渡海”的传说，是否真有其事？他在当时的政治体制中，处于怎样的位置？和各种政治势力有怎样的联系？一生几经波折，原因何在？他以“致良知”为中心的心学体系究竟是如何建立、如何发展而成的？“良知”说，究竟有怎样的含义？他所说的“心”“良知”，和传统儒家所说的“性”“理”等概念，是怎样的关系？当如何评价？他本人的思想和作为，对我国历史和文化有怎样的影响？有没有可供我们今天参考的因素和值得吸取的教训？本书建立在对国内外所见王阳明生平资料的网罗和研究的基础之上，对上述问题，做了认真的考证，从独特的视角进行了探讨，提出了作者独到的见解，勾画出比较真实的王阳明的生平脉络。这是作者多年明代政治史、思想文化史和王阳明研究的成果。,0,0,王阳明传.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-11-28 11:02:37,2023-11-29 15:03:49
王阳明心学：典藏修订版,王觉仁,9787513906708,2015-07-01,阳明心学集儒、释、道三家之大成，强调心即理、知行合一、致良知，是500年来中国人最精妙的神奇智慧。本书用通俗易懂的语言解读阳明心学的传世典籍《传习录》，深入浅出地阐释阳明心学的核心理念，旨在让今天的读者轻松领悟阳明心学知行合一的智慧精髓，修炼内心强大的自己，开启与生俱来的正能量，获得幸福完满的人生。,0,0,王阳明心学：典藏修订版.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-11-29 11:02:37,2023-11-30 15:03:49
网络设备配置与调试项目实训,张国清,9787121363566,2019-05-01,本书共8个训练项目23个训练模块，其中，工程项目基础介绍计算机网络相关基础知识；设备到货验收与初始配置介绍交换机与路由器外形结构、基本配置等；构建小型局域网介绍交换机工作原理、VLAN技术及802.1Q标准等；局域网冗余策略介绍STP、RSTP及端口聚合技术等；构建中型局域网介绍静态路由、RIP及OSPF动态路由协议等；构建广域网介绍PPP协议配置、PAP及CHAP验证等。  ,0,0,网络设备配置与调试项目实训.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-29 11:02:37,2023-08-30 15:03:49
网络综合布线系统与施工技术,陈光辉、黎连业、王萍、黎长骏等,9787111594260,2018-05-01,本书介绍了网络综合布线系统的基础知识、设计方法、施工技术、测试内容和验收鉴定过程，反映了综合布线市场的最新技术和成果。 ,0,0,网络综合布线系统与施工技术.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-08-23 11:02:37,2023-08-24 15:03:49
为什么是毛泽东,任志刚,9787511244666,2019-05-01,本书以时间为线索，从毛泽东出生时起，至建国时止，讲述了毛泽东开蒙、求学过程，以及他经历的一系列重大事件，直至建立了一个伟大的共和国。作者没有将更多的笔墨着眼于对诸多历史事件的细致描述或是揭示秘闻上，而是将重点放在分析毛泽东为什么能够获得成功上，试图探讨他诸多重大决策背后的深意。弄清了这些问题，也就不难明白，为什么最终中国的领袖会是他，而不是有钱有枪的蒋介石，也不是那些拥有更高学历、更大声望的人，比如周恩来，比如陈独秀。历史无法重演，伟人更加无法复制，但我们仍不会放弃学习他，研究他，因为哪怕我们从他身上只学到了一点皮毛，就足以让我们游刃于战场、商场、名利场。毕竟，站在巨人的肩膀上思考，也许能让我们离成功更近一点。,0,0,为什么是毛泽东.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2022-10-24 11:02:37,2022-10-25 15:03:49
维修电工（初级）（第2版）,王兆晶,9787111375845,2012-07-01,本书的依据《国家职业技能标准》初级维修电工的知识要求和技能要求，按照岗位培训需要的原则编写的。本书的主要内容包括：钳工基础知识、焊工基础知识、电工基本常识、电工基本操作技能、电机与变压器的工作原理及其应用、常用低压电器和电气控制电路的应用、电子技术基础知识。书末附有与之配套的试题库和答案，以便于企业培训、考核鉴定和读者自测自查。为弥补师资力量不足企业的培训和读者自学，还配制了VCD光盘。,0,0,维修电工（初级）（第2版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-05-23 11:02:37,2023-05-24 15:03:49
维修电工（高级）（第2版）,王兆晶,9787111396611,2013-01-01,本书主要内容包括：电子技术的应用、电力电子技术的应用、机床电气控制电路的安装与维修、可编程序控制器技术的应用、机床电气图的测绘、交直流传动系统的应用等。 ,0,0,维修电工（高级）（第2版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-05-25 11:02:37,2023-05-26 15:03:49
维修电工（技师、高级技师）（第2版）,王兆晶,9787111377047,2012-07-01,王兆晶主编的《维修电工(技师、高级技师第2版)》是依据《国家职业技能标准》维修电工技师和高级技师的知识要求和技能要求，按照岗位培训需要的原则编写的。本书的主要内容包括：电气传动与自动控制、可编程序控制器应用、复杂机械设备的电气测绘与设计、复杂机械设备电气控制电路故障检修、新技术应用、电气设备的计划管理及大修工艺编制、论文答辩及培训指导。书末附有与之配套的试题库和答案，以便于企业培训、考核鉴定和读者自测自查。,0,0,维修电工（技师、高级技师）（第2版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-05-26 11:02:37,2023-05-27 15:03:49
维修电工（中级）（第2版）,王兆晶,9787111414025,2013-04-01,本书主要内容包括：电工仪器仪表的使用与维护、电气设备的使用与维修、低压电器和电动机控制电路的应用、一般机械设备电气控制电路的检修、电子技术和电力电子技术、可编程序控制器技术、自动控制元件的应用。 ,0,0,维修电工（中级）（第2版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-05-24 11:02:37,2023-05-25 15:03:49
维修电工技能鉴定考核试题库（第2版）,机械工业职业技能鉴定考核试题库编委会,9787111476214,2014-10-01,机械工业职业技能鉴定考核试题库编委会组编的《维修电工技能鉴定考核试题库（第2版）》依据《**职业技能标准维修电工》的知识要求和技能要求进行编写，题目紧贴题库，所选试题均有典型性、代表性、通用性和实用性。本书内容包括初级、中级、高级三个等级，每个级别又由理论知识鉴定考核试题、操作技能鉴定考核试题和考核试卷样例组成；同时还精选了部分省、市和大中型企业的竞赛题和操作技能比赛试题，题量较大，题型多样；试题和考核试卷均配有答案。本书可作为各级职业技能鉴定培训机构、企业培训部门、职业技术院校、技工院校、各级短训班的考前培训用书，也可作为参加鉴定考试的读者考前复习和自测用书，还可供职业技能鉴定部门、各类职业技能大赛组委会在鉴定命题时参考。,0,0,维修电工技能鉴定考核试题库（第2版）.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-05-27 11:02:37,2023-05-28 15:03:49
魏晋南北朝史,王仲荦,9787208164833,2020-08-01,魏晋南北朝是指我国历史发展的一个特殊时段，始于东汉的灭亡，终于隋朝的建立，主要包括三国、西晋、东晋、五胡十六国、南朝与北朝。本书体例严谨，论证详密，资料丰富，语言简洁。无论在政治、经济、文化方面，还是中外交流方面均有作者独到的见解。不失为广大专业工作者和历史爱好者的必备之书。,0,0,魏晋南北朝史.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-11-13 11:02:37,2023-11-14 15:03:49
温病学,冯全生 吕文亮,9787117315449,2021-08-01,本教材系国家卫生健康委员会 “十四五”规划教材、全国高等中医药教育本科教材之一。本教材在上版的基础上修订而成，教材内容注重思想性、科学性、先进性、启发性和适用性，重点突本学科基本知识、基本理论和基本技能，以更好地适应中医药教育教学改革和中医药事业发展发展为宗旨，同时紧密结合本学科知识能力评价需求和新时代中医药人才培养要求，此次修订还增加数字资源内容，做到纸数融合、医教协同，学生好用，老师好教，临床好用。本教材供全国各高等学校中医药类专业使用。,0,0,温病学.jpg,C:\Users\lenovo\Desktop\新书推荐\封面,汽车图书馆,汽车图书馆,2023-02-07 11:02:37,2023-02-08 15:03:49
